"","subject","question","sheet","order","rating","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","sentence","type","guise"
"4494","7","54","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some women wear lipstick as makeup.","TS","Furhat"
"4495","7","55","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some students are failing the algebra class.","TS","Furhat"
"4496","7","56","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some plants grow flowers.","TS","Furhat"
"4497","7","57","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some planets have rings around them.","TS","Furhat"
"4498","7","58","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some hair is brown.","TS","Furhat"
"4499","7","59","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some food is spicy.","TS","Furhat"
"4500","7","60","3","Human_Furhat_Cylinder",4,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some lawyers drive fast cars.","TS","Furhat"
"4501","7","61","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All blue jays are birds.","TA","Furhat"
"4502","7","62","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All horses have hooves.","TA","Furhat"
"4503","7","63","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All hammers have handles.","TA","Furhat"
"4504","7","64","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All airplanes have wings.","TA","Furhat"
"4505","7","65","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All snow is cold.","TA","Furhat"
"4506","7","66","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All pancakes are flat.","TA","Furhat"
"4507","7","67","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All people have necks.","TA","Furhat"
"4508","7","68","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All telephones make calls.","TA","Furhat"
"4509","7","69","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All dressers have drawers.","TA","Furhat"
"4510","7","70","3","Human_Furhat_Cylinder",3,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All hearts have aortas.","TA","Furhat"
"4511","7","71","3","Human_Furhat_Cylinder",1,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All women are doctors.","FA","Furhat"
"4512","7","72","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All rabbits are white.","FA","Furhat"
"4513","7","73","3","Human_Furhat_Cylinder",1,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All restaurants serve cakes.","FA","Furhat"
"4514","7","74","3","Human_Furhat_Cylinder",4,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All ears are small.","FA","Furhat"
"4515","7","75","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All businessmen own banks.","FA","Furhat"
"4516","7","76","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All politicians are liberal.","FA","Furhat"
"4517","7","77","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All cheese has holes.","FA","Furhat"
"4518","7","78","3","Human_Furhat_Cylinder",1,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All mathematicians are Ukrainian.","FA","Furhat"
"4519","7","79","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All sisters play tennis.","FA","Furhat"
"4520","7","80","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All hunters eat lasagna.","FA","Furhat"
"4521","7","81","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some rain is wet and falls from the sky.","UI","Cylinder"
"4522","7","82","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some baseballs are round and can be thrown.","UI","Cylinder"
"4523","7","83","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some wine is liquid and can be drunk.","UI","Cylinder"
"4524","7","84","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some books have pages in them.","UI","Cylinder"
"4525","7","85","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some toast is bread that is heated.","UI","Cylinder"
"4526","7","86","3","Human_Furhat_Cylinder",1,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some chickens have feathers on their bodies.","UI","Cylinder"
"4527","7","87","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some colleges have students that attend class.","UI","Cylinder"
"4528","7","88","3","Human_Furhat_Cylinder",1,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some food is edible.","UI","Cylinder"
"4529","7","89","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some restaurants serve food to their customers.","UI","Cylinder"
"4530","7","90","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some helicopters have propellers.","UI","Cylinder"
"4531","7","91","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some restaurants serve pizza.","TS","Cylinder"
"4532","7","92","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some clothes are expensive.","TS","Cylinder"
"4533","7","93","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some houses are blue.","TS","Cylinder"
"4534","7","94","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some men carry briefcases.","TS","Cylinder"
"4535","7","95","3","Human_Furhat_Cylinder",4,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some singers are popular.","TS","Cylinder"
"4536","7","96","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some Europeans have motorcycles.","TS","Cylinder"
"4537","7","97","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some beaches are public.","TS","Cylinder"
"4538","7","98","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some foods are allergens.","TS","Cylinder"
"4539","7","99","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","Some birds can fly.","TS","Cylinder"
"4541","7","101","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All pumpkins have seeds.","TA","Cylinder"
"4542","7","102","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All atoms are small.","TA","Cylinder"
"4543","7","103","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All elephants have trunks.","TA","Cylinder"
"4544","7","104","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All watermelons are red inside.","TA","Cylinder"
"4545","7","105","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All chameleons have skin that changes color.","TA","Cylinder"
"4546","7","106","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All colleges have requirements for admission.","TA","Cylinder"
"4547","7","107","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All dentists recommend cleaning your teeth.","TA","Cylinder"
"4548","7","108","3","Human_Furhat_Cylinder",5,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All chocolate is candy.","TA","Cylinder"
"4549","7","109","3","Human_Furhat_Cylinder",4,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All houses have rooms.","TA","Cylinder"
"4550","7","110","3","Human_Furhat_Cylinder",1,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All apes have opposable thumbs.","TA","Cylinder"
"4551","7","111","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All families have twins.","FA","Cylinder"
"4552","7","112","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All animals are domesticated.","FA","Cylinder"
"4553","7","113","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All magazines have gossip.","FA","Cylinder"
"4554","7","114","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All shirts have long sleeves.","FA","Cylinder"
"4555","7","115","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All bands play jazz.","FA","Cylinder"
"4556","7","116","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All windows have curtains.","FA","Cylinder"
"4557","7","117","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All judges carry purses.","FA","Cylinder"
"4558","7","118","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All pizzas have meat.","FA","Cylinder"
"4559","7","119","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All textbooks have equations.","FA","Cylinder"
"4560","7","120","3","Human_Furhat_Cylinder",2,"20","female","English","None","English","20","Mac","It was interesting, although I became confused towards the beginning because I expected the rating of the sentences to be on how much they made sense grammar-wise, rather than content-wise.","All bottles are glass.","FA","Cylinder"
"9121","11","1","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some people have noses with two nostrils.","UI","Human"
"9122","11","2","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some dogs are mammals with four legs.","UI","Human"
"9123","11","3","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some doctors attended college to obtain a degree.","UI","Human"
"9124","11","4","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some televisions have screens on them.","UI","Human"
"9125","11","5","5","Cylinder_Human_Furhat",1,"20","female","English","None","English","20","Other","I'm curious about its findings","Some mothers have children.","UI","Human"
"9126","11","6","5","Cylinder_Human_Furhat",1,"20","female","English","None","English","20","Other","I'm curious about its findings","Some tables have legs to support them.","UI","Human"
"9127","11","7","5","Cylinder_Human_Furhat",1,"20","female","English","None","English","20","Other","I'm curious about its findings","Some fire is hot to the touch.","UI","Human"
"9128","11","8","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some eyes have pupils.","UI","Human"
"9129","11","9","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","Some apples have cores.","UI","Human"
"9130","11","10","5","Cylinder_Human_Furhat",1,"20","female","English","None","English","20","Other","I'm curious about its findings","Some children are under eighteen.","UI","Human"
"9131","11","11","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","Some people have dogs as pets in the house.","TS","Human"
"9132","11","12","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","Some cookies are chocolate flavored with chocolate chips.","TS","Human"
"9133","11","13","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","Some shoes have high heels.","TS","Human"
"9134","11","14","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some women wear lipstick as makeup.","TS","Human"
"9135","11","15","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","Some students are failing the algebra class.","TS","Human"
"9136","11","16","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some plants grow flowers.","TS","Human"
"9137","11","17","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","Some planets have rings around them.","TS","Human"
"9138","11","18","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some hair is brown.","TS","Human"
"9139","11","19","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some food is spicy.","TS","Human"
"9140","11","20","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some lawyers drive fast cars.","TS","Human"
"9141","11","21","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","All blue jays are birds.","TA","Human"
"9142","11","22","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","All horses have hooves.","TA","Human"
"9143","11","23","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","All hammers have handles.","TA","Human"
"9144","11","24","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","All airplanes have wings.","TA","Human"
"9145","11","25","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","All snow is cold.","TA","Human"
"9146","11","26","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All pancakes are flat.","TA","Human"
"9147","11","27","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","All people have necks.","TA","Human"
"9148","11","28","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","All telephones make calls.","TA","Human"
"9149","11","29","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All dressers have drawers.","TA","Human"
"9150","11","30","5","Cylinder_Human_Furhat",1,"20","female","English","None","English","20","Other","I'm curious about its findings","All hearts have aortas.","TA","Human"
"9151","11","31","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All women are doctors.","FA","Human"
"9152","11","32","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All rabbits are white.","FA","Human"
"9153","11","33","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All restaurants serve cakes.","FA","Human"
"9154","11","34","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","All ears are small.","FA","Human"
"9155","11","35","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All businessmen own banks.","FA","Human"
"9156","11","36","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All politicians are liberal.","FA","Human"
"9157","11","37","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All cheese has holes.","FA","Human"
"9158","11","38","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All mathematicians are Ukrainian.","FA","Human"
"9159","11","39","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All sisters play tennis.","FA","Human"
"9160","11","40","5","Cylinder_Human_Furhat",1,"20","female","English","None","English","20","Other","I'm curious about its findings","All hunters eat lasagna.","FA","Human"
"9161","11","41","5","Cylinder_Human_Furhat",1,"20","female","English","None","English","20","Other","I'm curious about its findings","Some cats are mammals.","UI","Furhat"
"9162","11","42","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some frogs are amphibians.","UI","Furhat"
"9164","11","44","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some spoons are eating utensils.","UI","Furhat"
"9165","11","45","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","Some sailboats have sails.","UI","Furhat"
"9167","11","47","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","Some firemen extinguish fires.","UI","Furhat"
"9168","11","48","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","Some cars have wheels.","UI","Furhat"
"9170","11","50","5","Cylinder_Human_Furhat",1,"20","female","English","None","English","20","Other","I'm curious about its findings","Some triangles have three sides.","UI","Furhat"
"9172","11","52","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some women wear dresses.","TS","Furhat"
"9173","11","53","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some runners use treadmills.","TS","Furhat"
"9174","11","54","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some farmers raise cows.","TS","Furhat"
"9175","11","55","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some trees grow fruit.","TS","Furhat"
"9176","11","56","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some gardens grow vegetables.","TS","Furhat"
"9177","11","57","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some insects have wings.","TS","Furhat"
"9178","11","58","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some schools are private.","TS","Furhat"
"9179","11","59","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some artists make sculptures.","TS","Furhat"
"9180","11","60","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some men wear suits.","TS","Furhat"
"9181","11","61","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","All unicycles have one wheel.","TA","Furhat"
"9182","11","62","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","All bears have fur.","TA","Furhat"
"9183","11","63","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","All nuts contain protein.","TA","Furhat"
"9184","11","64","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","All mountains have peaks.","TA","Furhat"
"9185","11","65","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","All lobsters are crustaceans.","TA","Furhat"
"9186","11","66","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All bars serve alcohol.","TA","Furhat"
"9187","11","67","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All toothpastes clean teeth.","TA","Furhat"
"9188","11","68","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","All raccoons are nocturnal.","TA","Furhat"
"9189","11","69","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","All skyscrapers are tall.","TA","Furhat"
"9190","11","70","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","All lifeguards know CPR.","TA","Furhat"
"9191","11","71","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All insects are harmful.","FA","Furhat"
"9192","11","72","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All athletes are runners.","FA","Furhat"
"9193","11","73","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All houses have garages.","FA","Furhat"
"9194","11","74","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All shoes have laces.","FA","Furhat"
"9195","11","75","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All bands have saxophonists.","FA","Furhat"
"9197","11","77","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All kids like asparagus.","FA","Furhat"
"9198","11","78","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All boxes are large.","FA","Furhat"
"9199","11","79","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All people are retired.","FA","Furhat"
"9200","11","80","5","Cylinder_Human_Furhat",1,"20","female","English","None","English","20","Other","I'm curious about its findings","All fishermen catch sharks.","FA","Furhat"
"9201","11","81","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some rain is wet and falls from the sky.","UI","Cylinder"
"9202","11","82","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some baseballs are round and can be thrown.","UI","Cylinder"
"9203","11","83","5","Cylinder_Human_Furhat",1,"20","female","English","None","English","20","Other","I'm curious about its findings","Some wine is liquid and can be drunk.","UI","Cylinder"
"9204","11","84","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some books have pages in them.","UI","Cylinder"
"9205","11","85","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some toast is bread that is heated.","UI","Cylinder"
"9206","11","86","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","Some chickens have feathers on their bodies.","UI","Cylinder"
"9207","11","87","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some colleges have students that attend class.","UI","Cylinder"
"9208","11","88","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","Some food is edible.","UI","Cylinder"
"9209","11","89","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","Some restaurants serve food to their customers.","UI","Cylinder"
"9210","11","90","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some helicopters have propellers.","UI","Cylinder"
"9211","11","91","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some restaurants serve pizza.","TS","Cylinder"
